Telstra ID,Ticket Type,Cycle Status,Service,Assignment Group,Reporting Region,Priority,CEC,Open Date Time,Assignee,Resolved/Closed Date,Category,Status,Parent ID,Site Name,Update Time,Known Error
INC-0286,Incident,Closed,Video,PROCESS VOICE SERVICES,Eastern,,5AD,31/1/2022,,27/8/2022 12:29,Incident,Closed,,Site Name 48,27/08/2022 12:29,
INC-0288,Incident,Closed,Voice,PROCESS VOICE SERVICES,Eastern,2,5AD,1/2/2022,,,Incident,Open,,,02/02/2022 00:00,
INC-0291,Incident,Closed,Mobile,PROCESS VIDEO SERVICES,South East,3,ZX32,2/2/2022,Jane.Doe@domain.com,29/8/2022 17:17,Incident,Closed,,,29/08/2022 17:17,
INC-0293,Incident,Closed,Video,PROCESS MOBILES SERVCES,South East,2,JD39,3/2/2022,Jane Doe,28/8/2022 12:29,Incident,Closed,,,28/08/2022 12:29,
INC-0296,Incident,Closed,Voice,PROCESS VIDEO SERVICES,Eastern,4,9GF,4/2/2022,Jane.Doe@domain.com,,Incident,Open,,0,24/02/2022 00:00,
INC-0298,Incident,Closed,Mobile,PROCESS VIDEO SERVICES,Eastern,4,ZX2,6/2/2022,Jane Doe,30/8/2022 17:17,Incident,Closed,,0,30/08/2022 17:17,
Serv-0001,Service Request,Closed,Video,PROCESS MOBILES SERVCES,South East,2,ZX2,6/2/2022,,30/8/2022 0:29,Service Request,Closed,,Site Name 49,30/08/2022 00:29,
Serv-0003,Service Request,Closed,Voice,PROCESS VOICE SERVICES,South East,2,JD39,8/2/2022,,,Service Request,Open,,Site Name 50,20/02/2022 00:00,
Serv-0006,Service Request,Closed,Mobile,PROCESS MOBILES SERVCES,Eastern,3,5AD,9/2/2022,John Doe,,Service Request,Open,,Site Name 51,11/02/2022 00:00,
Serv-0008,Service Request,Closed,Video,PROCESS MOBILES SERVCES,Eastern,4,ZX2,10/2/2022,Jane.Doe@domain.com,31/8/2022 0:29,Service Request,Closed,,Site Name 50,31/08/2022 00:29,
Serv-0011,Service Request,Closed,Voice,PROCESS MOBILES SERVCES,South East,3,JD39,11/2/2022,Jane Doe,30/8/2022 12:29,Service Request,Closed,,Site Name 49,30/08/2022 12:29,
Serv-0013,Service Request,Closed,Mobile,PROCESS VIDEO SERVICES,South East,,ZX2,12/2/2022,John.Doe@domain.com,,Service Request,Open,,,15/02/2022 00:00,
Serv-0016,Service Request,Closed,Video,PROCESS MOBILES SERVCES,Eastern,,9GF,13/2/2022,Jane Doe,1/9/2022 17:17,Service Request,Closed,,,01/09/2022 17:17,
Serv-0018,Service Request,Closed,Voice,PROCESS MOBILES SERVCES,Eastern,3,JD40,15/2/2022,Jane.Doe@domain.com,31/8/2022 12:29,Service Request,Closed,,,31/08/2022 12:29,
Serv-0021,Service Request,Closed,Mobile,PROCESS VOICE SERVICES,South East,4,ZX33,15/2/2022,Jane Doe,,Service Request,Open,,0,05/03/2022 00:00,
Serv-0023,Service Request,Closed,Video,PROCESS MOBILES SERVCES,South East,3,5AD,17/2/2022,Jane.Doe@domain.com,2/9/2022 17:17,Service Request,Closed,,0,02/09/2022 17:17,
Serv-0026,Service Request,Closed,Voice,PROCESS VOICE SERVICES,Eastern,2,5AD,18/2/2022,Jane Doe,2/9/2022 0:29,Service Request,Closed,,Site Name 50,02/09/2022 00:29,
Serv-0028,Service Request,Closed,Mobile,PROCESS VOICE SERVICES,Eastern,2,ZX33,19/2/2022,,,Service Request,Open,,Site Name 51,11/03/2022 00:00,
Serv-0031,Service Request,Closed,Video,PROCESS VIDEO SERVICES,South East,3,JD40,20/2/2022,,,Service Request,Open,,Site Name 52,06/03/2022 00:00,
Serv-0033,Service Request,Closed,Voice,PROCESS MOBILES SERVCES,South East,3,9GF,21/2/2022,Jane.Doe@domain.com,3/9/2022 0:29,Service Request,Closed,,Site Name 51,03/09/2022 00:29,
Serv-0036,Service Request,Closed,Mobile,PROCESS VIDEO SERVICES,Eastern,4,ZX2,22/2/2022,Jane Doe,2/9/2022 12:29,Service Request,Closed,,Site Name 50,02/09/2022 12:29,
Serv-0237,Service Request,Closed,Video,PROCESS VIDEO SERVICES,Eastern,2,ZX2,16/4/2022,Jane.Doe@domain.com,16/9/2022 12:29,Service Request,Closed,,,16/09/2022 12:29,
Serv-0240,Service Request,Closed,Voice,PROCESS MOBILES SERVCES,South East,4,JD40,18/4/2022,Jane Doe,18/9/2022 17:17,Service Request,Closed,,,18/09/2022 17:17,
Serv-0243,Service Request,Closed,Mobile,PROCESS VOICE SERVICES,Eastern,,5AD,20/4/2022,,,Service Request,Open,,,23/04/2022 00:00,
Serv-0246,Service Request,Closed,Video,PROCESS MOBILES SERVCES,South East,,ZX2,22/4/2022,,19/9/2022 0:29,Service Request,Closed,,0,19/09/2022 00:29,
Serv-0249,Service Request,Closed,Voice,PROCESS MOBILES SERVCES,Eastern,4,JD40,25/4/2022,John Doe,,Service Request,Open,,0,17/05/2022 00:00,
Serv-0252,Service Request,Closed,Mobile,PROCESS MOBILES SERVCES,South East,2,ZX2,27/4/2022,Jane.Doe@domain.com,19/9/2022 12:29,Service Request,Closed,,Site Name 51,19/09/2022 12:29,
Serv-0255,Service Request,Closed,Video,PROCESS VIDEO SERVICES,Eastern,4,9GF,29/4/2022,Jane Doe,21/9/2022 17:17,Service Request,Closed,,Site Name 52,21/09/2022 17:17,
Serv-0258,Service Request,Closed,Voice,PROCESS MOBILES SERVCES,South East,3,JD41,1/5/2022,John.Doe@domain.com,,Service Request,Open,,Site Name 53,24/05/2022 00:00,
Serv-0261,Service Request,Closed,Mobile,PROCESS MOBILES SERVCES,Eastern,3,ZX34,4/5/2022,Jane Doe,22/9/2022 0:29,Service Request,Closed,,Site Name 52,22/09/2022 00:29,
PRB-0118,Problem,Closed,Video,PROCESS VOICE SERVICES,Eastern,4,5AD,1/1/2022,Jane.Doe@domain.com,19/8/2022 12:29,Problem,Closed,,Site Name 51,19/08/2022 12:29,TRUE
PRB-0121,Problem,Closed,Voice,PROCESS MOBILES SERVCES,South East,4,5AD,1/1/2022,Jane Doe,,Problem,Open,,,13/01/2022 00:00,TRUE
PRB-0123,Problem,Closed,Mobile,PROCESS VOICE SERVICES,South East,2,ZX34,3/1/2022,Jane.Doe@domain.com,21/8/2022 17:17,Problem,Closed,,,21/08/2022 17:17,TRUE
PRB-0126,Problem,Closed,Video,PROCESS VOICE SERVICES,Eastern,3,JD41,4/1/2022,Jane Doe,21/8/2022 0:29,Problem,Closed,,,21/08/2022 00:29,TRUE
PRB-0128,Problem,Closed,Voice,PROCESS VIDEO SERVICES,Eastern,2,9GF,5/1/2022,,,Problem,Open,,0,12/01/2022 00:00,TRUE
PRB-0131,Problem,Closed,Mobile,PROCESS MOBILES SERVCES,South East,,ZX2,6/1/2022,,,Problem,Open,,0,13/01/2022 00:00,TRUE
PRB-0133,Problem,Closed,Video,PROCESS VIDEO SERVICES,South East,,ZX2,7/1/2022,Jane.Doe@domain.com,22/8/2022 0:29,Problem,Closed,,Site Name 52,22/08/2022 00:29,TRUE
PRB-0136,Problem,Closed,Voice,PROCESS VIDEO SERVICES,Eastern,2,JD41,8/1/2022,Jane Doe,21/8/2022 12:29,Problem,Closed,,Site Name 53,21/08/2022 12:29,TRUE
CH-0102,Ch - Normal,Opened,Mobile,PROCESS MOBILES SERVCES,,3,5AD,14/8/2022,Jane.Doe@domain.com,18/10/2022 12:29,Change,Closed,,Site Name 54,18/10/2022 12:29,
CH-0104,Ch - Service Request,Closed,Video,PROCESS VOICE SERVICES,,2,ZX2,14/8/2022,Jane Doe,,Change,Open,,Site Name 53,25/08/2022 00:00,
CH-0106,Ch - Normal,Suspended,Voice,PROCESS MOBILES SERVCES,,4,JD41,14/8/2022,,19/10/2022 0:29,Change,Closed,,Site Name 52,19/10/2022 00:29,
CH-0108,Ch - Service Request,Opened,Mobile,PROCESS MOBILES SERVCES,,4,ZX2,14/8/2022,,,Change,Open,,,21/08/2022 00:00,
CH-0110,Ch - Normal,Suspended,Video,PROCESS MOBILES SERVCES,,2,9GF,15/8/2022,John Doe,19/10/2022 17:17,Change,Closed,,,19/10/2022 17:17,
CH-0112,Ch - Service Request,Closed,Voice,PROCESS VIDEO SERVICES,,2,JD42,15/8/2022,Jane.Doe@domain.com,,Change,Open,,,03/09/2022 00:00,
CH-0114,Ch - Normal,Opened,Mobile,PROCESS MOBILES SERVCES,,3,ZX35,15/8/2022,Jane Doe,,Change,Open,,0,29/08/2022 00:00,
CH-0116,Ch - Service Request,Closed,Video,PROCESS MOBILES SERVCES,,4,5AD,15/8/2022,John.Doe@domain.com,20/10/2022 11:17,Change,Closed,,0,20/10/2022 11:17,
CH-0118,Ch - Normal,Suspended,Voice,PROCESS VOICE SERVICES,,3,5AD,16/8/2022,Jane Doe,,Change,Open,,Site Name 53,08/09/2022 00:00,
CH-0120,Ch - Service Request,Opened,Mobile,PROCESS MOBILES SERVCES,,,ZX35,16/8/2022,Jane.Doe@domain.com,20/10/2022 17:17,Change,Closed,,Site Name 54,20/10/2022 17:17,
CH-0122,Ch - Normal,Suspended,Video,PROCESS VOICE SERVICES,,,JD42,16/8/2022,Jane Doe,19/10/2022 12:29,Change,Closed,,Site Name 55,19/10/2022 12:29,
CH-0124,Ch - Service Request,Closed,Voice,PROCESS VOICE SERVICES,,3,9GF,16/8/2022,Jane.Doe@domain.com,,Change,Open,,Site Name 54,21/08/2022 00:00,
CH-0126,Ch - Normal,Opened,Mobile,PROCESS VIDEO SERVICES,,4,ZX2,17/8/2022,Jane Doe,20/10/2022 0:29,Change,Closed,,Site Name 53,20/10/2022 00:29,
CH-0128,Ch - Service Request,Closed,Video,PROCESS MOBILES SERVCES,,3,ZX2,17/8/2022,,,Change,Open,,,03/09/2022 00:00,
CH-0130,Ch - Normal,Suspended,Voice,PROCESS VIDEO SERVICES,,2,JD42,17/8/2022,,19/10/2022 12:29,Change,Closed,,,19/10/2022 12:29,
CH-0132,Ch - Service Request,Opened,Mobile,PROCESS VIDEO SERVICES,,2,5AD,17/8/2022,Jane.Doe@domain.com,19/10/2022 12:29,Change,Closed,,,19/10/2022 12:29,
CH-0134,Ch - Normal,Suspended,Video,PROCESS MOBILES SERVCES,,3,ZX2,18/8/2022,Jane Doe,,Change,Open,,0,26/08/2022 00:00,
CH-0136,Ch - Service Request,Closed,Voice,PROCESS VOICE SERVICES,,3,JD42,18/8/2022,Jane.Doe@domain.com,20/10/2022 0:29,Change,Closed,,0,20/10/2022 00:29,
CH-0138,Ch - Normal,Opened,Mobile,PROCESS MOBILES SERVCES,,4,ZX2,18/8/2022,Jane Doe,,Change,Open,,Site Name 54,20/08/2022 00:00,
CH-0140,Ch - Service Request,Closed,Video,PROCESS MOBILES SERVCES,,2,9GF,18/8/2022,,20/10/2022 17:17,Change,Closed,,Site Name 55,20/10/2022 17:17,
CH-0142,Ch - Normal,Suspended,Voice,PROCESS MOBILES SERVCES,,4,JD43,19/8/2022,,,Change,Open,,Site Name 56,31/08/2022 00:00,
CH-0144,Ch - Service Request,Opened,Mobile,PROCESS VIDEO SERVICES,,,ZX36,19/8/2022,John Doe,,Change,Open,,Site Name 55,10/09/2022 00:00,
CH-0146,Ch - Normal,Suspended,Video,PROCESS MOBILES SERVCES,,,5AD,19/8/2022,Jane.Doe@domain.com,21/10/2022 11:17,Change,Closed,,Site Name 54,21/10/2022 11:17,
CH-0148,Ch - Service Request,Closed,Voice,PROCESS MOBILES SERVCES,,4,5AD,19/8/2022,Jane Doe,,Change,Open,,,05/09/2022 00:00,
CH-0150,Ch - Normal,Opened,Mobile,PROCESS VOICE SERVICES,,2,ZX36,20/8/2022,John.Doe@domain.com,21/10/2022 17:17,Change,Closed,,,21/10/2022 17:17,
CH-0152,Ch - Service Request,Closed,Video,PROCESS MOBILES SERVCES,,4,JD43,20/8/2022,Jane Doe,20/10/2022 12:29,Change,Closed,,,20/10/2022 12:29,
CH-0154,Ch - Normal,Suspended,Voice,PROCESS VOICE SERVICES,,3,9GF,20/8/2022,Jane.Doe@domain.com,,Change,Open,,0,28/08/2022 00:00,
CH-0156,Ch - Service Request,Opened,Mobile,PROCESS VOICE SERVICES,,3,ZX2,20/8/2022,Jane Doe,21/10/2022 0:29,Change,Closed,,0,21/10/2022 00:29,
CH-0158,Ch - Normal,Suspended,Video,PROCESS VIDEO SERVICES,,4,ZX2,21/8/2022,Jane.Doe@domain.com,,Change,Open,,Site Name 55,26/08/2022 00:00,
CH-0160,Ch - Service Request,Closed,Voice,PROCESS MOBILES SERVCES,,4,JD43,21/8/2022,Jane Doe,20/10/2022 12:29,Change,Closed,,Site Name 56,20/10/2022 12:29,
CH-0162,Ch - Normal,Opened,Mobile,PROCESS VIDEO SERVICES,,2,5AD,21/8/2022,,20/10/2022 12:29,Change,Closed,,Site Name 57,20/10/2022 12:29,
CH-0164,Ch - Service Request,Closed,Video,PROCESS VIDEO SERVICES,,3,ZX2,21/8/2022,,,Change,Open,,Site Name 56,10/09/2022 00:00,
CH-0166,Ch - Normal,Suspended,Voice,PROCESS MOBILES SERVCES,,2,JD43,22/8/2022,Jane.Doe@domain.com,21/10/2022 0:29,Change,Closed,,Site Name 55,21/10/2022 00:29,
CH-0168,Ch - Service Request,Opened,Mobile,PROCESS VOICE SERVICES,,,ZX2,22/8/2022,Jane Doe,,Change,Open,,,13/09/2022 00:00,
CH-0170,Ch - Normal,Suspended,Video,PROCESS MOBILES SERVCES,,,9GF,22/8/2022,Jane.Doe@domain.com,21/10/2022 17:17,Change,Closed,,,21/10/2022 17:17,
CH-0172,Ch - Service Request,Closed,Voice,PROCESS MOBILES SERVCES,,2,JD44,22/8/2022,Jane Doe,,Change,Open,,,03/09/2022 00:00,
CH-0174,Ch - Normal,Opened,Mobile,PROCESS MOBILES SERVCES,,3,ZX37,23/8/2022,,,Change,Open,,0,01/09/2022 00:00,
CH-0176,Ch - Service Request,Closed,Video,PROCESS VIDEO SERVICES,,2,5AD,23/8/2022,,22/10/2022 11:17,Change,Closed,,0,22/10/2022 11:17,
CH-0178,Ch - Normal,Suspended,Voice,PROCESS MOBILES SERVCES,,4,5AD,23/8/2022,John Doe,,Change,Open,,Site Name 56,07/09/2022 00:00,
CH-0180,Ch - Service Request,Opened,Mobile,PROCESS MOBILES SERVCES,,4,ZX37,23/8/2022,Jane.Doe@domain.com,22/10/2022 17:17,Change,Closed,,Site Name 57,22/10/2022 17:17,
CH-0182,Ch - Normal,Suspended,Video,PROCESS VOICE SERVICES,,2,JD44,24/8/2022,Jane Doe,21/10/2022 12:29,Change,Closed,,Site Name 58,21/10/2022 12:29,
CH-0184,Ch - Service Request,Closed,Voice,PROCESS MOBILES SERVCES,,2,9GF,24/8/2022,John.Doe@domain.com,,Change,Open,,Site Name 57,01/09/2022 00:00,
CH-0186,Ch - Normal,Opened,Mobile,PROCESS VOICE SERVICES,,3,ZX2,24/8/2022,Jane Doe,22/10/2022 0:29,Change,Closed,,Site Name 56,22/10/2022 00:29,
CH-0188,Ch - Service Request,Closed,Video,PROCESS VOICE SERVICES,,4,ZX2,24/8/2022,Jane.Doe@domain.com,,Change,Open,,,08/09/2022 00:00,
CH-0190,Ch - Normal,Suspended,Voice,PROCESS VIDEO SERVICES,,3,JD44,25/8/2022,Jane Doe,21/10/2022 12:29,Change,Closed,,,21/10/2022 12:29,
CH-0192,Ch - Service Request,Opened,Mobile,PROCESS MOBILES SERVCES,,,5AD,25/8/2022,Jane.Doe@domain.com,21/10/2022 12:29,Change,Closed,,,21/10/2022 12:29,
CH-0194,Ch - Normal,Suspended,Video,PROCESS VIDEO SERVICES,,,ZX2,25/8/2022,Jane Doe,,Change,Open,,0,07/09/2022 00:00,
CH-0196,Ch - Service Request,Closed,Voice,PROCESS VIDEO SERVICES,,3,JD44,25/8/2022,,22/10/2022 0:29,Change,Closed,,0,22/10/2022 00:29,
CH-0198,Ch - Normal,Opened,Mobile,PROCESS MOBILES SERVCES,,4,ZX2,26/8/2022,,,Change,Open,,Site Name 57,05/09/2022 00:00,
CH-0200,Ch - Service Request,Closed,Video,PROCESS VOICE SERVICES,,3,9GF,26/8/2022,Jane.Doe@domain.com,22/10/2022 17:17,Change,Closed,,Site Name 58,22/10/2022 17:17,
CH-0202,Ch - Normal,Suspended,Voice,PROCESS MOBILES SERVCES,,2,JD45,26/8/2022,Jane Doe,,Change,Open,,Site Name 59,02/09/2022 00:00,
CH-0204,Ch - Service Request,Opened,Mobile,PROCESS MOBILES SERVCES,,2,ZX38,26/8/2022,Jane.Doe@domain.com,,Change,Open,,Site Name 58,31/08/2022 00:00,
CH-0206,Ch - Normal,Suspended,Video,PROCESS MOBILES SERVCES,,3,5AD,27/8/2022,Jane Doe,23/10/2022 11:17,Change,Closed,,Site Name 57,23/10/2022 11:17,
CH-0208,Ch - Service Request,Closed,Voice,PROCESS VIDEO SERVICES,,3,5AD,27/8/2022,,,Change,Open,,,30/08/2022 00:00,
CH-0210,Ch - Normal,Opened,Mobile,PROCESS MOBILES SERVCES,,4,ZX38,27/8/2022,,23/10/2022 17:17,Change,Closed,,,23/10/2022 17:17,
CH-0212,Ch - Service Request,Closed,Video,PROCESS MOBILES SERVCES,,2,JD45,27/8/2022,John Doe,22/10/2022 12:29,Change,Closed,,,22/10/2022 12:29,
CH-0214,Ch - Normal,Suspended,Voice,PROCESS VOICE SERVICES,,4,9GF,28/8/2022,Jane.Doe@domain.com,,Change,Open,,0,20/09/2022 00:00,
CH-0216,Ch - Service Request,Opened,Mobile,PROCESS MOBILES SERVCES,,,ZX2,28/8/2022,Jane Doe,23/10/2022 0:29,Change,Closed,,0,23/10/2022 00:29,
CH-0218,Ch - Normal,Suspended,Video,PROCESS VOICE SERVICES,,,ZX2,28/8/2022,John.Doe@domain.com,,Change,Open,,Site Name 58,05/09/2022 00:00,
CH-0220,Ch - Service Request,Closed,Voice,PROCESS VOICE SERVICES,,4,JD45,28/8/2022,Jane Doe,22/10/2022 12:29,Change,Closed,,Site Name 59,22/10/2022 12:29,
CH-0222,Ch - Normal,Opened,Mobile,PROCESS VIDEO SERVICES,,2,5AD,29/8/2022,Jane.Doe@domain.com,22/10/2022 12:29,Change,Closed,,Site Name 60,22/10/2022 12:29,
CH-0224,Ch - Service Request,Closed,Video,PROCESS MOBILES SERVCES,,4,ZX2,29/8/2022,Jane Doe,,Change,Open,,Site Name 59,19/09/2022 00:00,
CH-0226,Ch - Normal,Suspended,Voice,PROCESS VIDEO SERVICES,,3,JD45,29/8/2022,Jane.Doe@domain.com,23/10/2022 0:29,Change,Closed,,Site Name 58,23/10/2022 00:29,
CH-0228,Ch - Service Request,Opened,Mobile,PROCESS VIDEO SERVICES,,3,ZX2,29/8/2022,Jane Doe,,Change,Open,,,06/09/2022 00:00,
CH-0230,Ch - Normal,Suspended,Video,PROCESS MOBILES SERVCES,,4,9GF,30/8/2022,,23/10/2022 17:17,Change,Closed,,,23/10/2022 17:17,
CH-0232,Ch - Service Request,Closed,Voice,PROCESS VOICE SERVICES,,4,JD46,30/8/2022,,,Change,Open,,,19/09/2022 00:00,
CH-0234,Ch - Normal,Opened,Mobile,PROCESS MOBILES SERVCES,,2,ZX39,30/8/2022,Jane.Doe@domain.com,,Change,Open,,0,13/09/2022 00:00,
CH-0236,Ch - Service Request,Closed,Video,PROCESS MOBILES SERVCES,,3,5AD,30/8/2022,Jane Doe,24/10/2022 11:17,Change,Closed,,0,24/10/2022 11:17,
CH-0238,Ch - Normal,Suspended,Voice,PROCESS MOBILES SERVCES,,2,5AD,31/8/2022,Jane.Doe@domain.com,,Change,Open,,Site Name 59,15/09/2022 00:00,
CH-0240,Ch - Service Request,Opened,Mobile,PROCESS VIDEO SERVICES,,,ZX39,31/8/2022,Jane Doe,24/10/2022 17:17,Change,Closed,,Site Name 60,24/10/2022 17:17,
CH-0242,Ch - Normal,Suspended,Video,PROCESS MOBILES SERVCES,,,JD46,31/8/2022,,23/10/2022 12:29,Change,Closed,,Site Name 61,23/10/2022 12:29,
CH-0244,Ch - Service Request,Closed,Voice,PROCESS MOBILES SERVCES,,2,9GF,31/8/2022,,,Change,Open,,Site Name 60,23/09/2022 00:00,
CH-0246,Ch - Normal,Opened,Mobile,PROCESS VOICE SERVICES,,3,ZX2,1/9/2022,John Doe,24/10/2022 0:29,Change,Closed,,Site Name 59,24/10/2022 00:29,
CH-0248,Ch - Service Request,Closed,Video,PROCESS MOBILES SERVCES,,2,ZX2,1/9/2022,Jane.Doe@domain.com,,Change,Open,,,08/09/2022 00:00,
CH-0250,Ch - Normal,Suspended,Voice,PROCESS VOICE SERVICES,,4,JD46,1/9/2022,Jane Doe,23/10/2022 12:29,Change,Closed,,,23/10/2022 12:29,
CH-0252,Ch - Service Request,Opened,Mobile,PROCESS VOICE SERVICES,,4,5AD,1/9/2022,John.Doe@domain.com,23/10/2022 12:29,Change,Closed,,,23/10/2022 12:29,
CH-0254,Ch - Normal,Suspended,Video,PROCESS VIDEO SERVICES,,2,ZX2,2/9/2022,Jane Doe,,Change,Open,,0,25/09/2022 00:00,
CH-0256,Ch - Service Request,Closed,Voice,PROCESS MOBILES SERVCES,,2,JD46,2/9/2022,Jane.Doe@domain.com,24/10/2022 0:29,Change,Closed,,0,24/10/2022 00:29,
CH-0258,Ch - Normal,Opened,Mobile,PROCESS VIDEO SERVICES,,3,ZX2,2/9/2022,Jane Doe,,Change,Open,,Site Name 60,09/09/2022 00:00,
CH-0260,Ch - Service Request,Closed,Video,PROCESS VIDEO SERVICES,,4,9GF,2/9/2022,Jane.Doe@domain.com,24/10/2022 17:17,Change,Closed,,Site Name 61,24/10/2022 17:17,
CH-0262,Ch - Normal,Suspended,Voice,PROCESS MOBILES SERVCES,,3,JD47,3/9/2022,Jane Doe,,Change,Open,,Site Name 62,09/09/2022 00:00,
CH-0264,Ch - Service Request,Opened,Mobile,PROCESS VOICE SERVICES,,,ZX40,3/9/2022,,,Change,Open,,Site Name 61,06/09/2022 00:00,
CH-0266,Ch - Normal,Suspended,Video,PROCESS MOBILES SERVCES,,,5AD,3/9/2022,,25/10/2022 11:17,Change,Closed,,Site Name 60,25/10/2022 11:17,
CH-0268,Ch - Service Request,Closed,Voice,PROCESS MOBILES SERVCES,,3,5AD,3/9/2022,Jane.Doe@domain.com,,Change,Open,,,19/09/2022 00:00,
CH-0270,Ch - Normal,Opened,Mobile,PROCESS MOBILES SERVCES,,4,ZX40,4/9/2022,Jane Doe,25/10/2022 17:17,Change,Closed,,,25/10/2022 17:17,
CH-0272,Ch - Service Request,Closed,Video,PROCESS VIDEO SERVICES,,3,JD47,4/9/2022,Jane.Doe@domain.com,24/10/2022 12:29,Change,Closed,,,24/10/2022 12:29,
CH-0274,Ch - Normal,Suspended,Voice,PROCESS MOBILES SERVCES,,2,9GF,4/9/2022,Jane Doe,,Change,Open,,0,21/09/2022 00:00,
CH-0276,Ch - Service Request,Opened,Mobile,PROCESS MOBILES SERVCES,,2,ZX2,4/9/2022,,25/10/2022 0:29,Change,Closed,,0,25/10/2022 00:29,
CH-0278,Ch - Normal,Suspended,Video,PROCESS VOICE SERVICES,,3,ZX2,5/9/2022,,,Change,Open,,Site Name 61,06/09/2022 00:00,
CH-0280,Ch - Service Request,Closed,Voice,PROCESS MOBILES SERVCES,,3,JD47,5/9/2022,John Doe,24/10/2022 12:29,Change,Closed,,Site Name 62,24/10/2022 12:29,
CH-0282,Ch - Normal,Opened,Mobile,PROCESS VOICE SERVICES,,4,5AD,5/9/2022,Jane.Doe@domain.com,24/10/2022 12:29,Change,Closed,,Site Name 63,24/10/2022 12:29,
CH-0284,Ch - Service Request,Closed,Video,PROCESS VOICE SERVICES,,2,ZX2,5/9/2022,Jane Doe,,Change,Open,,Site Name 62,24/09/2022 00:00,
CH-0286,Ch - Normal,Suspended,Voice,PROCESS VIDEO SERVICES,,4,JD47,6/9/2022,John.Doe@domain.com,25/10/2022 0:29,Change,Closed,,Site Name 61,25/10/2022 00:29,
CH-0288,Ch - Service Request,Opened,Mobile,PROCESS MOBILES SERVCES,,,ZX2,6/9/2022,Jane Doe,,Change,Open,,,22/09/2022 00:00,
CH-0290,Ch - Normal,Suspended,Video,PROCESS VIDEO SERVICES,,,9GF,6/9/2022,Jane.Doe@domain.com,25/10/2022 17:17,Change,Closed,,,25/10/2022 17:17,
CH-0292,Ch - Service Request,Closed,Voice,PROCESS VIDEO SERVICES,,4,JD48,6/9/2022,Jane Doe,,Change,Open,,,28/09/2022 00:00,
CH-0294,Ch - Normal,Opened,Mobile,PROCESS MOBILES SERVCES,,2,ZX41,7/9/2022,Jane.Doe@domain.com,,Change,Open,,0,16/09/2022 00:00,
CH-0296,Ch - Service Request,Closed,Video,PROCESS VOICE SERVICES,,4,5AD,7/9/2022,Jane Doe,26/10/2022 11:17,Change,Closed,,0,26/10/2022 11:17,
CH-0298,Ch - Normal,Suspended,Voice,PROCESS MOBILES SERVCES,,3,5AD,7/9/2022,,,Change,Open,,Site Name 62,23/09/2022 00:00,
CH-0300,Ch - Service Request,Opened,Mobile,PROCESS MOBILES SERVCES,,3,ZX41,7/9/2022,,26/10/2022 17:17,Change,Closed,,Site Name 63,26/10/2022 17:17,
CH-0302,Ch - Normal,Suspended,Video,PROCESS MOBILES SERVCES,,4,JD48,8/9/2022,Jane.Doe@domain.com,25/10/2022 12:29,Change,Closed,,Site Name 64,25/10/2022 12:29,
CH-0304,Ch - Service Request,Closed,Voice,PROCESS VIDEO SERVICES,,4,9GF,8/9/2022,Jane Doe,,Change,Open,,Site Name 63,21/09/2022 00:00,
CH-0306,Ch - Normal,Opened,Mobile,PROCESS MOBILES SERVCES,,2,ZX2,8/9/2022,Jane.Doe@domain.com,26/10/2022 0:29,Change,Closed,,Site Name 62,26/10/2022 00:29,
CH-0308,Ch - Service Request,Closed,Video,PROCESS MOBILES SERVCES,,3,ZX2,8/9/2022,Jane Doe,,Change,Open,,,26/09/2022 00:00,
CH-0310,Ch - Normal,Suspended,Voice,PROCESS VOICE SERVICES,,2,JD48,9/9/2022,,25/10/2022 12:29,Change,Closed,,,25/10/2022 12:29,
CH-0312,Ch - Service Request,Opened,Mobile,PROCESS MOBILES SERVCES,,,5AD,9/9/2022,,25/10/2022 12:29,Change,Closed,,,25/10/2022 12:29,
CH-0314,Ch - Normal,Suspended,Video,PROCESS VOICE SERVICES,,,ZX2,9/9/2022,John Doe,,Change,Open,,0,16/09/2022 00:00,
CH-0316,Ch - Service Request,Closed,Voice,PROCESS VOICE SERVICES,,2,JD48,9/9/2022,Jane.Doe@domain.com,26/10/2022 0:29,Change,Closed,,0,26/10/2022 00:29,
CH-0318,Ch - Normal,Opened,Mobile,PROCESS VIDEO SERVICES,,3,ZX2,10/9/2022,Jane Doe,,Change,Open,,Site Name 63,21/09/2022 00:00,
CH-0320,Ch - Service Request,Closed,Video,PROCESS MOBILES SERVCES,,2,9GF,10/9/2022,John.Doe@domain.com,26/10/2022 17:17,Change,Closed,,Site Name 64,26/10/2022 17:17,
CH-0322,Ch - Normal,Suspended,Voice,PROCESS VIDEO SERVICES,,4,JD49,10/9/2022,Jane Doe,,Change,Open,,Site Name 65,01/10/2022 00:00,
CH-0324,Ch - Service Request,Opened,Mobile,PROCESS VIDEO SERVICES,,4,ZX42,10/9/2022,Jane.Doe@domain.com,,Change,Open,,Site Name 64,15/09/2022 00:00,
CH-0326,Ch - Normal,Suspended,Video,PROCESS MOBILES SERVCES,,2,5AD,11/9/2022,Jane Doe,27/10/2022 11:17,Change,Closed,,Site Name 63,27/10/2022 11:17,
CH-0328,Ch - Service Request,Closed,Voice,PROCESS VOICE SERVICES,,2,5AD,11/9/2022,Jane.Doe@domain.com,,Change,Open,,,24/09/2022 00:00,
